product_id,category,price
1,electronics,46.70841761701996
2,grocery,44.32906211063757
3,sports,240.2673823993
4,toys,45.26340431094702
5,beauty,50.3912563610496
6,sports,149.6632548025484
7,beauty,132.4197256777281
8,electronics,44.37056173190334
9,electronics,24.631038288793533
10,books,29.894212829660216
11,fashion,27.244261297422067
12,fashion,17.55468867972432
13,fashion,18.540979492249615
14,toys,89.05264270553477
15,home,43.82188291565299
16,beauty,26.19834481270301
17,sports,46.86497458503244
18,home,23.927970942440712
19,fashion,55.8227441477033
20,home,73.99100593557014
21,sports,11.039160454563763
22,grocery,16.7886338463456
23,home,19.453544078044935
24,sports,114.60578994622685
25,grocery,10.336258243341543
26,books,58.524539718813514
27,home,60.003794462707056
28,fashion,14.604319481028908
29,books,15.348896611899903
30,toys,18.51296683904936
31,fashion,37.951382509639714
32,electronics,65.78318119531852
33,electronics,15.126718643850847
34,electronics,10.411366668992676
35,sports,20.057528652348
36,grocery,34.7190358528299
37,fashion,35.76542560424466
38,electronics,68.1405129178487
39,toys,19.404187825454635
40,electronics,24.047408015382853
41,electronics,9999999.0
42,home,86.75587487161033
43,grocery,17.523208868811366
44,electronics,48.932347197298675
45,sports,29.86700081127322
46,electronics,29.61113971424459
47,sports,15.95690601729847
48,home,38.91219377457102
49,electronics,104.94166130757989
50,books,39.70667720653053
51,electronics,10.236147346595004
52,grocery,40.20300941092064
53,books,9.029866314466409
54,electronics,20.13408688521433
55,sports,17.22391613115683
56,fashion,6.433588370796079
57,home,16.94321603203028
58,sports,42.595416535667
59,electronics,21.63897582580823
60,toys,32.26656301067522
61,electronics,17.195245848297862
62,fashion,7.515907473383122
63,sports,15.337491393075195
64,sports,26.621019031720866
65,sports,4.296818122603079
66,fashion,18.835904091488537
67,home,16.06752137860107
68,grocery,23.47157910520823
69,home,23.515420254036034
70,fashion,30.12215887019518
71,grocery,47.290310607600134
72,home,21.647992618628546
73,home,40.966103947784774
74,electronics,19.62277124319709
75,books,85.70072944065139
76,home,4.9327813005257175
77,home,32.607591833789726
78,books,17.400467038487
79,electronics,102.8585888554261
80,fashion,20.500437218424295
81,home,25.68579570344145
82,sports,26.56915240970381
83,toys,5.145507788198009
84,electronics,80.53172361850584
85,beauty,10.85394942953464
86,grocery,47.5620017918398
87,fashion,21.269643749100936
88,electronics,25.268060017576385
89,grocery,23.432047432599056
90,sports,9.652657441807285
91,electronics,17.979279169013385
92,toys,52.274792593813885
93,grocery,10.474483655641093
94,home,20.781143711086003
95,books,24.278647038782097
96,beauty,38.82068256037324
97,electronics,13.76343887226683
98,sports,8.40411320188632
99,fashion,17.59106041758864
100,toys,24.01327608008065
101,electronics,3.829916366487421
102,fashion,12.137681692040644
103,books,16.057051588350554
104,electronics,31.5653137030938
105,home,18.656521238812285
106,fashion,13.601171580643786
107,electronics,56.934755193151204
108,beauty,29.325482557318928
109,electronics,7.018589743766786
110,home,25.156935426523344
111,home,20.311349425920053
112,electronics,61.41768629158128
113,electronics,19.03073133646507
114,beauty,32.30738077078999
115,beauty,57.35957766773644
116,books,33.7875988166568
117,fashion,98.89095352202972
118,beauty,14.323183369324724
119,toys,6.3021497416543815
120,electronics,15.411654391142623
121,home,36.86434055387752
122,fashion,43.03788554397567
123,fashion,25.3452297541894
124,fashion,9.703415527336595
125,sports,86.60464657224924
126,beauty,15.237374752422324
127,grocery,25.974280571862607
128,toys,51.549024013266084
129,fashion,27.042533478232624
130,sports,40.08277768870393
131,books,24.5824972433096
132,electronics,35.668881554231625
133,electronics,5.865205638701108
134,home,14.8793749159888
135,books,32.2893852421952
136,toys,43.52691790267494
137,grocery,6.811390214615861
138,fashion,47.94799498911792
139,grocery,136.2443802021075
140,electronics,7.584369713134335
141,toys,38.10825608653223
142,home,10.897111078191369
143,books,116.55764141617823
144,home,47.1443356638273
145,sports,40.40953130553275
146,fashion,23.722681748885666
147,grocery,9.540308104292036
148,fashion,44.92381279363894
149,books,7.157671853597998
150,electronics,19.584016124248137
151,beauty,21.1271545511697
152,sports,34.05988472703101
153,fashion,19.945351687128003
154,electronics,24.10545573926068
155,electronics,84.70954399161866
156,fashion,30.814409162418727
157,home,15.28147779177387
158,grocery,39.761310935119155
159,fashion,17.030068277347155
160,electronics,239.43305062815492
161,electronics,21.933225648105882
162,toys,18.501615414984883
163,electronics,150.0898506035438
164,books,60.93892310019533
165,fashion,28.83216616545567
166,grocery,45.112932570610084
167,home,28.841010637446875
168,grocery,64.91735187185746
169,grocery,114.57076674109412
170,electronics,39.98072371576559
171,fashion,151.1397467209899
172,home,8.170571836085632
173,electronics,9.301952664736575
174,grocery,11.040611262471634
175,toys,26.552499436033987
176,sports,31.25993544743009
177,grocery,7.478030301539153
178,books,53.44005228697737
179,home,16.72542680584009
180,toys,45.74759499010506
181,grocery,31.196624005315368
182,electronics,380.1046813933791
183,grocery,50.16070500190234
184,fashion,42.295254113287925
185,books,31.91087131557579
186,toys,38.08812273162701
187,grocery,21.75519585204622
188,home,8.809771582437373
189,sports,72.21244873858359
190,beauty,25.484390749914226
191,fashion,18.88096874106292
192,sports,33.23528542320867
193,beauty,19.059262574302256
194,electronics,24.979000566886505
195,toys,28.16945286121212
196,electronics,24.567427987676833
197,beauty,10.355516826894776
198,fashion,27.854401226457615
199,sports,7.649794786032557
200,home,44.813990034822794
201,books,13.524123815631029
202,fashion,5.291639306421339
203,books,27.527497110673593
204,home,64.68264644918504
205,toys,99.82627615592953
206,grocery,13.392192572351309
207,books,25.62214168530772
208,sports,30.113257874059087
209,home,10.542819202610497
210,sports,12.055070067863545
211,books,30.038324925446908
212,sports,66.7038451105094
213,fashion,8.27808884043893
214,home,49.44870161893203
215,fashion,16.64289714409848
216,grocery,38.38848070881138
217,books,32.97309458683807
218,fashion,20.585798785758037
219,grocery,19.225149551965558
220,electronics,37.83503604413041
221,electronics,35.90154018029475
222,home,51.21065337773675
223,sports,34.625976776717536
224,grocery,65.64035473402838
225,home,21.342338585915712
226,home,74.42262525486562
227,home,21.769382898288207
228,electronics,24.92025579936252
229,books,9.729829209522153
230,grocery,18.624331664438422
231,electronics,98.33101700084525
232,fashion,18.260074535199706
233,fashion,21.45070975410271
234,sports,30.688997252483308
235,electronics,11.870353373874135
236,grocery,42.17825987994757
237,electronics,53.55579327647032
238,grocery,10.912767108203806
239,electronics,18.60937657083602
240,fashion,19.366950313505225
241,electronics,17.33292936839609
242,beauty,43.21429545639835
243,beauty,86.71953427154227
244,toys,33.38098941799672
245,grocery,44.887463232437085
246,books,21.838854237361772
247,electronics,31.25823037282073
248,books,17.10636259924451
249,fashion,22.612154771988443
250,grocery,33.96750373381066
251,grocery,48.22036261874887
252,grocery,8.893935658796018
253,electronics,25.418685981369105
254,books,27.15569253976599
255,sports,26.414469146473586
256,electronics,23.811416399346516
257,fashion,22.499007296487402
258,sports,34.176229140061956
259,books,51.50005024577705
260,electronics,43.0124706633213
261,books,94.13885616038765
262,fashion,13.085436456056321
263,grocery,23.219600240168667
264,electronics,29.667793411219332
265,fashion,12.862032104478457
266,fashion,9.789448113503582
267,books,6.3160205038765485
268,electronics,20.07427890911842
269,electronics,16.980365091278376
270,fashion,49.77667139437334
271,sports,12.774834418673345
272,sports,23.25410690571888
273,toys,24.731780511500265
274,grocery,20.651355723204297
275,beauty,182.60288385632649
276,home,25.582425024225003
277,sports,12.230974082752647
278,electronics,23.629505375098322
279,beauty,15.644048266525543
280,electronics,46.5110577532543
281,beauty,13.458151978296629
282,grocery,27.14359133304332
283,home,16.524519364269487
284,books,5.384573727315864
285,home,12.60227177445812
286,toys,28.096658788716493
287,sports,32.89174012542995
288,electronics,22.416616953271063
289,sports,34.45849552027854
290,beauty,11.633990542454008
291,beauty,41.980156683895785
292,beauty,42.240459132816106
293,beauty,45.23190226223165
294,grocery,35.35356336670453
295,beauty,21.688401911500776
296,books,7.885961525536324
297,books,30.42027880809281
298,grocery,22.008431383463076
299,fashion,9.9829287881427
300,home,27.247882470942344
301,None,41.803462486432736
302,home,19.156124195089962
303,beauty,25.473587846105215
304,electronics,33.93533242319539
305,home,57.05595035681224
306,sports,16.480408585846224
307,electronics,54.436238568975185
308,electronics,43.24123789485845
309,home,12.528462559194937
310,home,21.358117009338592
311,books,19.320952784328522
312,home,36.229316019058125
313,home,85.67388985423058
314,books,21.246308986315018
315,beauty,-99.0
316,grocery,77.40615538889995
317,grocery,13.725901881863482
318,toys,9.618700983136486
319,grocery,64.56299427865981
320,sports,15.13179570665707
321,home,7.456559929271393
322,toys,7.912893816689204
323,electronics,14.879150724916212
324,fashion,17.16900701514654
325,grocery,17.66819616118814
326,toys,3.7218818650111705
327,toys,15.194400335434137
328,toys,14.656209402623967
329,toys,24.128030275531092
330,beauty,11.027772918989891
331,electronics,14.171616450270609
332,sports,76.96296492408491
333,toys,32.45429454435292
334,home,27.9750467668874
335,toys,26.591447678358634
336,home,38.77228065028311
337,electronics,9999999.0
338,fashion,23.76296858753273
339,home,16.390799951324016
340,home,17.598677053569705
341,sports,6.265691008164121
342,books,19.353288078385123
343,sports,61.91583314561344
344,grocery,40.212176929247654
345,sports,29.306037745013462
346,books,20.786797093748213
347,fashion,18.982758452715107
348,home,256.69381311289754
349,toys,15.339109031492264
350,sports,8.018698047324937
351,electronics,23.108257648329538
352,grocery,11.189919235072317
353,grocery,12.838158854515813
354,beauty,52.254058663530266
355,grocery,25.50526064604005
356,home,86.90210231618428
357,fashion,18.609129092784354
358,beauty,45.13261981220916
359,electronics,30.89820053918966
360,electronics,30.315153618776474
361,beauty,6.842717462935145
362,grocery,49.33045267384385
363,fashion,17.17597037492996
364,fashion,14.001420973421443
365,beauty,110.389633463864
366,fashion,134.65974600737167
367,sports,15.846619089228174
368,sports,20.310436844241742
369,fashion,29.039702605281107
370,toys,32.04356724232214
371,fashion,75.08907801091449
372,books,18.734414767682523
373,electronics,19.25077794364336
374,grocery,18.5200658073164
375,electronics,65.49594228460016
376,grocery,27.88218100284003
377,grocery,8.111901550964738
378,grocery,47.88253830970521
379,beauty,74.53837472188141
380,beauty,18.790228226564643
381,grocery,17.319588598705057
382,fashion,33.090657056009704
383,beauty,35.07579206018091
384,books,14.166919811783556
385,sports,17.868600470401024
386,fashion,14.543632575928529
387,sports,16.59480506611042
388,grocery,30.763408059235505
389,books,92.99291559668279
390,toys,10.257933759526026
391,fashion,20.84809771715586
392,home,26.353449148274166
393,fashion,28.859905819994296
394,toys,8.718332326458073
395,sports,115.04940031618021
396,fashion,22.162741860545005
397,beauty,35.06243891809858
398,books,87.33904803804833
399,electronics,8.08420529771616
400,fashion,54.051787999472275
401,beauty,34.89393167083791
402,home,22.730548911723254
403,electronics,67.1191882600881
404,home,43.59955717489998
405,grocery,16.85564683389319
406,home,14.879586450681085
407,electronics,26.079536374246132
408,electronics,13.82220831247178
409,fashion,89.36084333530984
410,toys,214.4795916927447
411,grocery,17.95576300908868
412,grocery,45.49838220559541
413,home,42.87522293043047
414,electronics,21.23683312601466
415,home,47.05348207461776
416,beauty,7.563494851707233
417,toys,32.29905017464423
418,sports,67.73715768685187
419,grocery,7.596046324609301
420,grocery,44.77665239598698
421,toys,21.453259987032244
422,books,93.09056108461645
423,electronics,49.18883579751165
424,grocery,45.33085988504319
425,toys,91.9027515921261
426,books,31.882758979691424
